SimID, FromNodeID, ToNodeID, Bandwidth, Time
21,1,2,2.1404876E7,0
21,2,1,2.1404876E7,0
21,1,3,2.6585488E7,0
21,3,1,2.6585488E7,0
21,1,4,2.5565156E7,0
21,4,1,2.5565156E7,0
21,1,5,2.569365E7,0
21,5,1,2.569365E7,0
21,1,6,2.5460798E7,0
21,6,1,2.5460798E7,0
21,1,7,2.4086966E7,0
21,7,1,2.4086966E7,0
21,1,8,2.8380076E7,0
21,8,1,2.8380076E7,0
21,1,9,2.589809E7,0
21,9,1,2.589809E7,0
21,1,10,2.4486802E7,0
21,10,1,2.4486802E7,0
21,2,3,2.7543738E7,0
21,3,2,2.7543738E7,0
21,2,4,2.8428912E7,0
21,4,2,2.8428912E7,0
21,2,5,2.0274504E7,0
21,5,2,2.0274504E7,0
21,2,6,2.3832196E7,0
21,6,2,2.3832196E7,0
21,2,7,2.3322314E7,0
21,7,2,2.3322314E7,0
21,2,8,2.0801506E7,0
21,8,2,2.0801506E7,0
21,2,9,2.4328472E7,0
21,9,2,2.4328472E7,0
21,2,10,2.4249988E7,0
21,10,2,2.4249988E7,0
21,3,4,2.1445772E7,0
21,4,3,2.1445772E7,0
21,3,5,2.5238254E7,0
21,5,3,2.5238254E7,0
21,3,6,2.402676E7,0
21,6,3,2.402676E7,0
21,3,7,2.7863336E7,0
21,7,3,2.7863336E7,0
21,3,8,2.779083E7,0
21,8,3,2.779083E7,0
21,3,9,2.353328E7,0
21,9,3,2.353328E7,0
21,3,10,2.9503452E7,0
21,10,3,2.9503452E7,0
21,4,5,2.8675176E7,0
21,5,4,2.8675176E7,0
21,4,6,2.7683144E7,0
21,6,4,2.7683144E7,0
21,4,7,2.8177286E7,0
21,7,4,2.8177286E7,0
21,4,8,2.0235256E7,0
21,8,4,2.0235256E7,0
21,4,9,2.826396E7,0
21,9,4,2.826396E7,0
21,4,10,2.5142276E7,0
21,10,4,2.5142276E7,0
21,5,6,2.6216692E7,0
21,6,5,2.6216692E7,0
21,5,7,2.1485752E7,0
21,7,5,2.1485752E7,0
21,5,8,2.2271432E7,0
21,8,5,2.2271432E7,0
21,5,9,2.7703804E7,0
21,9,5,2.7703804E7,0
21,5,10,2.481375E7,0
21,10,5,2.481375E7,0
21,6,7,2.6208514E7,0
21,7,6,2.6208514E7,0
21,6,8,2.80802E7,0
21,8,6,2.80802E7,0
21,6,9,2.274766E7,0
21,9,6,2.274766E7,0
21,6,10,2.6470598E7,0
21,10,6,2.6470598E7,0
21,7,8,2.4952908E7,0
21,8,7,2.4952908E7,0
21,7,9,2.2356426E7,0
21,9,7,2.2356426E7,0
21,7,10,2.7028428E7,0
21,10,7,2.7028428E7,0
21,8,9,2.4400984E7,0
21,9,8,2.4400984E7,0
21,8,10,2.4169868E7,0
21,10,8,2.4169868E7,0
21,9,10,3.1897018E7,0
21,10,9,3.1897018E7,0
22,1,2,2.1404876E7,38928349
22,2,1,2.1404876E7,38928349
22,1,3,2.6585488E7,38928349
22,3,1,2.6585488E7,38928349
22,1,4,2.5565156E7,38928349
22,4,1,2.5565156E7,38928349
22,1,5,2.569365E7,38928349
22,5,1,2.569365E7,38928349
22,1,6,2.5460798E7,38928349
22,6,1,2.5460798E7,38928349
22,1,7,2.4086966E7,38928349
22,7,1,2.4086966E7,38928349
22,1,8,2.8380076E7,38928349
22,8,1,2.8380076E7,38928349
22,1,9,2.589809E7,38928349
22,9,1,2.589809E7,38928349
22,1,10,2.4486802E7,38928349
22,10,1,2.4486802E7,38928349
22,2,3,2.7543738E7,38928349
22,3,2,2.7543738E7,38928349
22,2,4,2.8428912E7,38928349
22,4,2,2.8428912E7,38928349
22,2,5,2.0274504E7,38928349
22,5,2,2.0274504E7,38928349
22,2,6,2.3832196E7,38928349
22,6,2,2.3832196E7,38928349
22,2,7,2.3322314E7,38928349
22,7,2,2.3322314E7,38928349
22,2,8,2.0801506E7,38928349
22,8,2,2.0801506E7,38928349
22,2,9,2.4328472E7,38928349
22,9,2,2.4328472E7,38928349
22,2,10,2.4249988E7,38928349
22,10,2,2.4249988E7,38928349
22,3,4,2.1445772E7,38928349
22,4,3,2.1445772E7,38928349
22,3,5,2.5238254E7,38928349
22,5,3,2.5238254E7,38928349
22,3,6,2.402676E7,38928349
22,6,3,2.402676E7,38928349
22,3,7,2.7863336E7,38928349
22,7,3,2.7863336E7,38928349
22,3,8,2.779083E7,38928349
22,8,3,2.779083E7,38928349
22,3,9,2.353328E7,38928349
22,9,3,2.353328E7,38928349
22,3,10,2.9503452E7,38928349
22,10,3,2.9503452E7,38928349
22,4,5,2.8675176E7,38928349
22,5,4,2.8675176E7,38928349
22,4,6,2.7683144E7,38928349
22,6,4,2.7683144E7,38928349
22,4,7,2.8177286E7,38928349
22,7,4,2.8177286E7,38928349
22,4,8,2.0235256E7,38928349
22,8,4,2.0235256E7,38928349
22,4,9,2.826396E7,38928349
22,9,4,2.826396E7,38928349
22,4,10,2.5142276E7,38928349
22,10,4,2.5142276E7,38928349
22,5,6,2.6216692E7,38928349
22,6,5,2.6216692E7,38928349
22,5,7,2.1485752E7,38928349
22,7,5,2.1485752E7,38928349
22,5,8,2.2271432E7,38928349
22,8,5,2.2271432E7,38928349
22,5,9,2.7703804E7,38928349
22,9,5,2.7703804E7,38928349
22,5,10,2.481375E7,38928349
22,10,5,2.481375E7,38928349
22,6,7,2.6208514E7,38928349
22,7,6,2.6208514E7,38928349
22,6,8,2.80802E7,38928349
22,8,6,2.80802E7,38928349
22,6,9,2.274766E7,38928349
22,9,6,2.274766E7,38928349
22,6,10,2.6470598E7,38928349
22,10,6,2.6470598E7,38928349
22,7,8,2.4952908E7,38928349
22,8,7,2.4952908E7,38928349
22,7,9,2.2356426E7,38928349
22,9,7,2.2356426E7,38928349
22,7,10,2.7028428E7,38928349
22,10,7,2.7028428E7,38928349
22,8,9,2.4400984E7,38928349
22,9,8,2.4400984E7,38928349
22,8,10,2.4169868E7,38928349
22,10,8,2.4169868E7,38928349
22,9,10,3.1897018E7,38928349
22,10,9,3.1897018E7,38928349
23,1,2,2.1404876E7,19980281
23,2,1,2.1404876E7,19980281
23,1,3,2.6585488E7,19980281
23,3,1,2.6585488E7,19980281
23,1,4,2.5565156E7,19980281
23,4,1,2.5565156E7,19980281
23,1,5,2.569365E7,19980281
23,5,1,2.569365E7,19980281
23,1,6,2.5460798E7,19980281
23,6,1,2.5460798E7,19980281
23,1,7,2.4086966E7,19980281
23,7,1,2.4086966E7,19980281
23,1,8,2.8380076E7,19980281
23,8,1,2.8380076E7,19980281
23,1,9,2.589809E7,19980281
23,9,1,2.589809E7,19980281
23,1,10,2.4486802E7,19980281
23,10,1,2.4486802E7,19980281
23,2,3,2.7543738E7,19980281
23,3,2,2.7543738E7,19980281
23,2,4,2.8428912E7,19980281
23,4,2,2.8428912E7,19980281
23,2,5,2.0274504E7,19980281
23,5,2,2.0274504E7,19980281
23,2,6,2.3832196E7,19980281
23,6,2,2.3832196E7,19980281
23,2,7,2.3322314E7,19980281
23,7,2,2.3322314E7,19980281
23,2,8,2.0801506E7,19980281
23,8,2,2.0801506E7,19980281
23,2,9,2.4328472E7,19980281
23,9,2,2.4328472E7,19980281
23,2,10,2.4249988E7,19980281
23,10,2,2.4249988E7,19980281
23,3,4,2.1445772E7,19980281
23,4,3,2.1445772E7,19980281
23,3,5,2.5238254E7,19980281
23,5,3,2.5238254E7,19980281
23,3,6,2.402676E7,19980281
23,6,3,2.402676E7,19980281
23,3,7,2.7863336E7,19980281
23,7,3,2.7863336E7,19980281
23,3,8,2.779083E7,19980281
23,8,3,2.779083E7,19980281
23,3,9,2.353328E7,19980281
23,9,3,2.353328E7,19980281
23,3,10,2.9503452E7,19980281
23,10,3,2.9503452E7,19980281
23,4,5,2.8675176E7,19980281
23,5,4,2.8675176E7,19980281
23,4,6,2.7683144E7,19980281
23,6,4,2.7683144E7,19980281
23,4,7,2.8177286E7,19980281
23,7,4,2.8177286E7,19980281
23,4,8,2.0235256E7,19980281
23,8,4,2.0235256E7,19980281
23,4,9,2.826396E7,19980281
23,9,4,2.826396E7,19980281
23,4,10,2.5142276E7,19980281
23,10,4,2.5142276E7,19980281
23,5,6,2.6216692E7,19980281
23,6,5,2.6216692E7,19980281
23,5,7,2.1485752E7,19980281
23,7,5,2.1485752E7,19980281
23,5,8,2.2271432E7,19980281
23,8,5,2.2271432E7,19980281
23,5,9,2.7703804E7,19980281
23,9,5,2.7703804E7,19980281
23,5,10,2.481375E7,19980281
23,10,5,2.481375E7,19980281
23,6,7,2.6208514E7,19980281
23,7,6,2.6208514E7,19980281
23,6,8,2.80802E7,19980281
23,8,6,2.80802E7,19980281
23,6,9,2.274766E7,19980281
23,9,6,2.274766E7,19980281
23,6,10,2.6470598E7,19980281
23,10,6,2.6470598E7,19980281
23,7,8,2.4952908E7,19980281
23,8,7,2.4952908E7,19980281
23,7,9,2.2356426E7,19980281
23,9,7,2.2356426E7,19980281
23,7,10,2.7028428E7,19980281
23,10,7,2.7028428E7,19980281
23,8,9,2.4400984E7,19980281
23,9,8,2.4400984E7,19980281
23,8,10,2.4169868E7,19980281
23,10,8,2.4169868E7,19980281
23,9,10,3.1897018E7,19980281
23,10,9,3.1897018E7,19980281
24,1,2,2.1404876E7,24990563
24,2,1,2.1404876E7,24990563
24,1,3,2.6585488E7,24990563
24,3,1,2.6585488E7,24990563
24,1,4,2.5565156E7,24990563
24,4,1,2.5565156E7,24990563
24,1,5,2.569365E7,24990563
24,5,1,2.569365E7,24990563
24,1,6,2.5460798E7,24990563
24,6,1,2.5460798E7,24990563
24,1,7,2.4086966E7,24990563
24,7,1,2.4086966E7,24990563
24,1,8,2.8380076E7,24990563
24,8,1,2.8380076E7,24990563
24,1,9,2.589809E7,24990563
24,9,1,2.589809E7,24990563
24,1,10,2.4486802E7,24990563
24,10,1,2.4486802E7,24990563
24,2,3,2.7543738E7,24990563
24,3,2,2.7543738E7,24990563
24,2,4,2.8428912E7,24990563
24,4,2,2.8428912E7,24990563
24,2,5,2.0274504E7,24990563
24,5,2,2.0274504E7,24990563
24,2,6,2.3832196E7,24990563
24,6,2,2.3832196E7,24990563
24,2,7,2.3322314E7,24990563
24,7,2,2.3322314E7,24990563
24,2,8,2.0801506E7,24990563
24,8,2,2.0801506E7,24990563
24,2,9,2.4328472E7,24990563
24,9,2,2.4328472E7,24990563
24,2,10,2.4249988E7,24990563
24,10,2,2.4249988E7,24990563
24,3,4,2.1445772E7,24990563
24,4,3,2.1445772E7,24990563
24,3,5,2.5238254E7,24990563
24,5,3,2.5238254E7,24990563
24,3,6,2.402676E7,24990563
24,6,3,2.402676E7,24990563
24,3,7,2.7863336E7,24990563
24,7,3,2.7863336E7,24990563
24,3,8,2.779083E7,24990563
24,8,3,2.779083E7,24990563
24,3,9,2.353328E7,24990563
24,9,3,2.353328E7,24990563
24,3,10,2.9503452E7,24990563
24,10,3,2.9503452E7,24990563
24,4,5,2.8675176E7,24990563
24,5,4,2.8675176E7,24990563
24,4,6,2.7683144E7,24990563
24,6,4,2.7683144E7,24990563
24,4,7,2.8177286E7,24990563
24,7,4,2.8177286E7,24990563
24,4,8,2.0235256E7,24990563
24,8,4,2.0235256E7,24990563
24,4,9,2.826396E7,24990563
24,9,4,2.826396E7,24990563
24,4,10,2.5142276E7,24990563
24,10,4,2.5142276E7,24990563
24,5,6,2.6216692E7,24990563
24,6,5,2.6216692E7,24990563
24,5,7,2.1485752E7,24990563
24,7,5,2.1485752E7,24990563
24,5,8,2.2271432E7,24990563
24,8,5,2.2271432E7,24990563
24,5,9,2.7703804E7,24990563
24,9,5,2.7703804E7,24990563
24,5,10,2.481375E7,24990563
24,10,5,2.481375E7,24990563
24,6,7,2.6208514E7,24990563
24,7,6,2.6208514E7,24990563
24,6,8,2.80802E7,24990563
24,8,6,2.80802E7,24990563
24,6,9,2.274766E7,24990563
24,9,6,2.274766E7,24990563
24,6,10,2.6470598E7,24990563
24,10,6,2.6470598E7,24990563
24,7,8,2.4952908E7,24990563
24,8,7,2.4952908E7,24990563
24,7,9,2.2356426E7,24990563
24,9,7,2.2356426E7,24990563
24,7,10,2.7028428E7,24990563
24,10,7,2.7028428E7,24990563
24,8,9,2.4400984E7,24990563
24,9,8,2.4400984E7,24990563
24,8,10,2.4169868E7,24990563
24,10,8,2.4169868E7,24990563
24,9,10,3.1897018E7,24990563
24,10,9,3.1897018E7,24990563
25,1,2,2.1404876E7,19912169
25,2,1,2.1404876E7,19912169
25,1,3,2.6585488E7,19912169
25,3,1,2.6585488E7,19912169
25,1,4,2.5565156E7,19912169
25,4,1,2.5565156E7,19912169
25,1,5,2.569365E7,19912169
25,5,1,2.569365E7,19912169
25,1,6,2.5460798E7,19912169
25,6,1,2.5460798E7,19912169
25,1,7,2.4086966E7,19912169
25,7,1,2.4086966E7,19912169
25,1,8,2.8380076E7,19912169
25,8,1,2.8380076E7,19912169
25,1,9,2.589809E7,19912169
25,9,1,2.589809E7,19912169
25,1,10,2.4486802E7,19912169
25,10,1,2.4486802E7,19912169
25,2,3,2.7543738E7,19912169
25,3,2,2.7543738E7,19912169
25,2,4,2.8428912E7,19912169
25,4,2,2.8428912E7,19912169
25,2,5,2.0274504E7,19912169
25,5,2,2.0274504E7,19912169
25,2,6,2.3832196E7,19912169
25,6,2,2.3832196E7,19912169
25,2,7,2.3322314E7,19912169
25,7,2,2.3322314E7,19912169
25,2,8,2.0801506E7,19912169
25,8,2,2.0801506E7,19912169
25,2,9,2.4328472E7,19912169
25,9,2,2.4328472E7,19912169
25,2,10,2.4249988E7,19912169
25,10,2,2.4249988E7,19912169
25,3,4,2.1445772E7,19912169
25,4,3,2.1445772E7,19912169
25,3,5,2.5238254E7,19912169
25,5,3,2.5238254E7,19912169
25,3,6,2.402676E7,19912169
25,6,3,2.402676E7,19912169
25,3,7,2.7863336E7,19912169
25,7,3,2.7863336E7,19912169
25,3,8,2.779083E7,19912169
25,8,3,2.779083E7,19912169
25,3,9,2.353328E7,19912169
25,9,3,2.353328E7,19912169
25,3,10,2.9503452E7,19912169
25,10,3,2.9503452E7,19912169
25,4,5,2.8675176E7,19912169
25,5,4,2.8675176E7,19912169
25,4,6,2.7683144E7,19912169
25,6,4,2.7683144E7,19912169
25,4,7,2.8177286E7,19912169
25,7,4,2.8177286E7,19912169
25,4,8,2.0235256E7,19912169
25,8,4,2.0235256E7,19912169
25,4,9,2.826396E7,19912169
25,9,4,2.826396E7,19912169
25,4,10,2.5142276E7,19912169
25,10,4,2.5142276E7,19912169
25,5,6,2.6216692E7,19912169
25,6,5,2.6216692E7,19912169
25,5,7,2.1485752E7,19912169
25,7,5,2.1485752E7,19912169
25,5,8,2.2271432E7,19912169
25,8,5,2.2271432E7,19912169
25,5,9,2.7703804E7,19912169
25,9,5,2.7703804E7,19912169
25,5,10,2.481375E7,19912169
25,10,5,2.481375E7,19912169
25,6,7,2.6208514E7,19912169
25,7,6,2.6208514E7,19912169
25,6,8,2.80802E7,19912169
25,8,6,2.80802E7,19912169
25,6,9,2.274766E7,19912169
25,9,6,2.274766E7,19912169
25,6,10,2.6470598E7,19912169
25,10,6,2.6470598E7,19912169
25,7,8,2.4952908E7,19912169
25,8,7,2.4952908E7,19912169
25,7,9,2.2356426E7,19912169
25,9,7,2.2356426E7,19912169
25,7,10,2.7028428E7,19912169
25,10,7,2.7028428E7,19912169
25,8,9,2.4400984E7,19912169
25,9,8,2.4400984E7,19912169
25,8,10,2.4169868E7,19912169
25,10,8,2.4169868E7,19912169
25,9,10,3.1897018E7,19912169
25,10,9,3.1897018E7,19912169
